monto,plazo_meses,sexo,educacion,edo_civil,edad,saldo,default
50000,13,mujer,universitaria,divorciado,23,221460,0
360000,18,mujer,primaria,casado,27,30191,0
70000,25,mujer,universitaria,casado,26,403955,0
50000,60,mujer,primaria,divorciado,27,306778,1
90000,35,mujer,primaria,divorciado,28,271304,1
60000,17,mujer,universitaria,divorciado,27,267931,0
360000,27,mujer,primaria,divorciado,27,32150,0
70000,16,mujer,secundaria,divorciado,22,262889,0
20000,39,mujer,secundaria,divorciado,23,87713,1
110000,44,mujer,secundaria,casado,25,154672,1
30000,26,mujer,secundaria,divorciado,25,40453,0
90000,35,mujer,universitaria,divorciado,25,151673,0
210000,22,mujer,secundaria,casado,25,667547,0
270000,57,mujer,primaria,divorciado,27,1167446,0
60000,24,mujer,primaria,divorciado,27,19189,0
280000,48,mujer,secundaria,divorciado,24,45383,0
50000,47,mujer,universitaria,divorciado,25,60416,0
70000,51,mujer,primaria,casado,25,345061,0
140000,58,mujer,secundaria,divorciado,26,437160,0
30000,49,mujer,universitaria,divorciado,26,222326,1
70000,52,mujer,primaria,divorciado,26,434446,0
140000,52,mujer,primaria,divorciado,27,7088,0
300000,44,mujer,especializacion,divorciado,30,161567,0
80000,51,mujer,secundaria,divorciado,26,3100,0
340000,57,mujer,secundaria,divorciado,27,477581,0
310000,51,mujer,primaria,divorciado,27,668853,0
110000,24,mujer,secundaria,divorciado,27,318085,1
130000,36,mujer,primaria,divorciado,27,309083,0
280000,41,mujer,secundaria,divorciado,29,248475,0
100000,37,mujer,primaria,divorciado,29,23944,0
150000,21,mujer,primaria,divorciado,29,398058,0
130000,46,mujer,universitaria,casado,26,802959,0
250000,15,mujer,primaria,casado,27,429758,0
200000,53,mujer,primaria,divorciado,28,117457,0
110000,30,mujer,secundaria,divorciado,28,572746,0
160000,36,mujer,secundaria,viudo,27,129278,0
80000,38,mujer,universitaria,casado,27,115534,1
220000,16,mujer,primaria,divorciado,27,260183,0
20000,32,mujer,secundaria,divorciado,27,73209,0
160000,35,mujer,secundaria,divorciado,26,8042,0
170000,43,mujer,primaria,divorciado,26,46568,0
360000,45,mujer,secundaria,divorciado,26,375567,0
50000,52,mujer,secundaria,casado,26,205246,0
100000,33,mujer,primaria,divorciado,27,333533,0
150000,43,mujer,primaria,divorciado,29,918258,0
150000,51,mujer,secundaria,casado,29,746556,0
100000,60,mujer,primaria,divorciado,29,596365,0
200000,12,mujer,primaria,divorciado,29,87424,0
300000,14,mujer,universitaria,divorciado,27,79898,0
130000,25,mujer,universitaria,divorciado,28,33391,0
150000,46,mujer,secundaria,casado,28,650955,0
110000,60,mujer,primaria,divorciado,28,236844,0
340000,45,mujer,universitaria,casado,28,296855,0
60000,32,mujer,primaria,divorciado,25,304310,0
90000,58,mujer,universitaria,divorciado,23,391809,0
230000,57,mujer,secundaria,casado,29,719021,0
200000,43,mujer,primaria,divorciado,29,48124,0
310000,31,mujer,primaria,divorciado,28,188237,0
150000,29,mujer,secundaria,casado,29,460511,0
390000,42,mujer,secundaria,casado,29,34101,0
210000,40,mujer,primaria,divorciado,29,0,1
290000,35,mujer,primaria,divorciado,27,1578887,0
180000,57,mujer,secundaria,casado,26,96272,0
140000,30,mujer,primaria,divorciado,26,857767,1
10000,45,mujer,secundaria,casado,26,35751,0
80000,56,mujer,primaria,divorciado,27,251524,0
50000,30,mujer,primaria,divorciado,27,1800,1
110000,33,mujer,primaria,divorciado,28,406004,0
180000,26,mujer,primaria,divorciado,29,0,1
230000,57,mujer,universitaria,casado,27,153498,0
80000,18,mujer,primaria,divorciado,27,17012,0
50000,12,mujer,primaria,casado,27,182898,0
220000,47,mujer,primaria,divorciado,28,1144216,0
30000,18,mujer,primaria,divorciado,28,160899,1
200000,20,mujer,primaria,divorciado,26,818366,0
130000,52,mujer,secundaria,casado,26,291005,0
360000,23,mujer,primaria,divorciado,26,2500,0
140000,52,mujer,primaria,divorciado,27,207406,0
130000,51,mujer,primaria,divorciado,27,62606,0
150000,52,mujer,primaria,divorciado,28,0,0
20000,14,mujer,secundaria,casado,28,116140,1
130000,58,mujer,secundaria,divorciado,28,65375,0
190000,29,mujer,primaria,divorciado,29,195064,0
140000,15,mujer,primaria,divorciado,25,239022,1
180000,17,mujer,secundaria,divorciado,25,1024121,0
180000,20,mujer,primaria,divorciado,28,118366,0
50000,44,mujer,secundaria,divorciado,28,163879,0
80000,58,mujer,secundaria,casado,27,24957,0
120000,45,mujer,secundaria,divorciado,27,11238,1
420000,13,mujer,secundaria,divorciado,28,504994,0
90000,33,mujer,secundaria,casado,27,16604,0
70000,38,mujer,primaria,divorciado,27,273028,0
200000,25,mujer,secundaria,divorciado,27,158126,0
240000,29,mujer,primaria,divorciado,28,115475,0
360000,23,mujer,primaria,divorciado,28,3673,0
180000,21,mujer,primaria,divorciado,28,90486,0
160000,60,mujer,primaria,divorciado,27,9297,0
20000,39,mujer,secundaria,divorciado,29,75452,0
30000,17,mujer,universitaria,divorciado,28,85494,0
230000,52,mujer,primaria,divorciado,28,253513,0
240000,55,mujer,primaria,divorciado,29,202292,0
200000,26,mujer,primaria,divorciado,27,1082311,1
280000,47,mujer,secundaria,divorciado,28,0,0
340000,33,mujer,secundaria,casado,29,192817,0
50000,19,mujer,primaria,divorciado,25,250595,0
200000,36,mujer,universitaria,casado,26,1048794,1
140000,27,mujer,secundaria,casado,27,9948,0
160000,29,mujer,primaria,divorciado,29,59730,0
50000,47,mujer,primaria,divorciado,26,190660,0
20000,46,mujer,primaria,divorciado,28,121082,1
170000,30,mujer,secundaria,casado,29,-5928,0
140000,20,mujer,secundaria,divorciado,27,24399,0
150000,54,mujer,primaria,casado,29,1147,0
70000,48,mujer,secundaria,divorciado,25,443364,0
50000,41,mujer,universitaria,divorciado,28,299384,1
80000,31,mujer,secundaria,casado,28,558387,0
360000,16,mujer,secundaria,casado,29,0,0
360000,34,mujer,primaria,divorciado,27,0,0
130000,52,mujer,primaria,divorciado,27,287593,0
120000,34,mujer,primaria,divorciado,28,10233,0
110000,21,mujer,secundaria,divorciado,28,528928,0
230000,50,mujer,secundaria,divorciado,28,88628,0
110000,32,mujer,secundaria,divorciado,29,95953,1
200000,34,mujer,primaria,divorciado,28,131688,0
60000,34,mujer,primaria,casado,28,19927,0
310000,44,mujer,universitaria,divorciado,28,1040784,0
160000,31,mujer,universitaria,divorciado,27,51621,0
180000,51,mujer,primaria,casado,27,997412,0
170000,13,mujer,primaria,casado,30,33577,0
240000,45,mujer,primaria,divorciado,29,26443,0
160000,45,mujer,primaria,divorciado,28,160,0
200000,39,mujer,primaria,divorciado,28,50592,0
60000,25,mujer,universitaria,divorciado,28,256058,0
100000,15,mujer,secundaria,casado,28,546677,0
60000,16,mujer,primaria,divorciado,28,98776,1
50000,46,mujer,primaria,divorciado,31,110833,0
120000,24,mujer,secundaria,divorciado,29,620465,0
250000,18,mujer,primaria,divorciado,30,178667,0
180000,56,mujer,primaria,casado,30,21474,1
210000,60,mujer,secundaria,casado,30,395644,0
360000,41,mujer,secundaria,casado,30,15228,0
210000,39,mujer,primaria,divorciado,26,893047,0
110000,13,mujer,secundaria,casado,29,94011,0
270000,47,mujer,secundaria,divorciado,29,928095,0
50000,45,mujer,primaria,divorciado,29,61183,0
220000,40,mujer,secundaria,casado,29,771724,0
80000,55,mujer,secundaria,divorciado,30,44823,0
180000,16,mujer,primaria,divorciado,31,20748,0
400000,14,mujer,primaria,casado,31,21102,0
230000,34,mujer,secundaria,casado,30,1289818,0
90000,13,mujer,maestria,divorciado,31,0,0
30000,60,mujer,secundaria,casado,29,170726,1
150000,57,mujer,primaria,divorciado,29,750221,0
230000,57,mujer,primaria,divorciado,29,8112,0
510000,20,mujer,primaria,divorciado,30,3406290,0
20000,41,mujer,secundaria,divorciado,30,138673,1
150000,40,mujer,primaria,divorciado,27,455666,0
110000,31,mujer,secundaria,divorciado,24,73600,0
250000,52,mujer,secundaria,casado,25,143952,0
240000,28,mujer,primaria,viudo,29,0,0
150000,27,mujer,primaria,divorciado,28,3470,0
420000,52,mujer,secundaria,divorciado,29,1792549,0
170000,25,mujer,maestria,divorciado,30,253867,0
220000,14,mujer,primaria,divorciado,28,65169,0
160000,27,mujer,secundaria,divorciado,28,32432,0
150000,40,mujer,secundaria,casado,28,75709,0
150000,46,mujer,secundaria,divorciado,29,29764,1
140000,19,mujer,secundaria,casado,27,8852,1
240000,20,mujer,secundaria,divorciado,27,201142,0
20000,28,mujer,secundaria,divorciado,28,62359,1
30000,15,mujer,secundaria,divorciado,29,69508,1
80000,20,mujer,secundaria,casado,29,405206,0
400000,25,mujer,primaria,divorciado,29,183070,0
150000,22,mujer,secundaria,divorciado,27,497570,0
180000,35,mujer,secundaria,casado,32,471232,0
360000,60,mujer,universitaria,casado,32,1225408,0
160000,57,mujer,primaria,casado,30,52132,1
80000,31,mujer,secundaria,divorciado,30,444517,0
240000,30,mujer,secundaria,casado,32,3302,0
50000,29,mujer,secundaria,casado,33,192694,1
50000,27,mujer,secundaria,casado,34,366736,0
50000,27,mujer,universitaria,casado,29,206793,1
200000,20,mujer,secundaria,casado,30,100134,0
50000,44,mujer,primaria,divorciado,29,250168,0
140000,12,mujer,primaria,divorciado,30,516179,0
310000,32,mujer,primaria,divorciado,29,103582,0
430000,49,mujer,universitaria,divorciado,30,1642984,0
100000,50,mujer,primaria,divorciado,30,543993,0
500000,27,mujer,primaria,divorciado,29,1058146,0
200000,38,mujer,secundaria,divorciado,29,993886,1
140000,18,mujer,primaria,divorciado,29,776406,0
200000,45,mujer,secundaria,casado,30,48376,0
200000,13,mujer,primaria,divorciado,28,908733,0
100000,22,mujer,primaria,divorciado,28,79995,0
180000,48,mujer,especializacion,casado,28,383919,0
190000,59,mujer,primaria,divorciado,28,930796,0
50000,46,mujer,primaria,divorciado,28,266229,0
440000,37,mujer,primaria,casado,31,289824,0
30000,45,mujer,secundaria,casado,30,24554,0
180000,42,mujer,secundaria,divorciado,29,4184,0
150000,51,mujer,primaria,divorciado,29,40772,1
390000,26,mujer,primaria,divorciado,29,566621,0
30000,32,mujer,secundaria,casado,31,144928,0
10000,49,mujer,secundaria,divorciado,32,56341,1
270000,57,mujer,secundaria,divorciado,32,561787,0
20000,58,mujer,secundaria,casado,32,14400,1
50000,50,mujer,secundaria,casado,34,230786,0
60000,28,mujer,primaria,divorciado,33,90187,0
50000,16,mujer,universitaria,casado,34,197000,1
20000,23,mujer,universitaria,divorciado,40,62329,0
80000,48,mujer,universitaria,casado,35,447336,1
50000,12,mujer,secundaria,casado,47,263977,0
140000,43,mujer,primaria,casado,40,195216,1
400000,29,mujer,primaria,divorciado,36,133726,0
50000,23,mujer,universitaria,casado,44,46712,0
80000,17,mujer,secundaria,casado,36,454049,0
380000,21,mujer,secundaria,casado,30,1150584,1
230000,56,mujer,universitaria,casado,33,1297505,0
210000,43,mujer,primaria,divorciado,31,133684,0
100000,37,mujer,secundaria,divorciado,40,504037,0
210000,13,mujer,secundaria,casado,44,744191,0
140000,38,mujer,primaria,casado,35,506066,0
150000,47,mujer,secundaria,casado,47,0,0
40000,53,mujer,maestria,casado,48,241667,0
120000,19,mujer,universitaria,divorciado,26,9114,1
50000,36,mujer,secundaria,divorciado,26,227848,0
360000,43,mujer,primaria,divorciado,26,35906,0
80000,32,mujer,universitaria,casado,42,127432,1
230000,15,mujer,primaria,divorciado,46,10488,0
50000,37,mujer,secundaria,casado,38,15855,1
150000,57,mujer,secundaria,viudo,48,25071,0
20000,33,mujer,universitaria,casado,35,51424,0
10000,56,mujer,universitaria,casado,44,51944,1
140000,18,mujer,primaria,casado,41,423188,0
150000,56,mujer,secundaria,casado,41,37343,0
290000,42,mujer,secundaria,divorciado,36,507259,0
170000,22,mujer,secundaria,casado,36,20652,0
420000,37,mujer,universitaria,casado,39,93727,0
120000,23,mujer,secundaria,divorciado,33,7619,0
150000,25,mujer,secundaria,casado,40,255046,0
80000,33,mujer,primaria,casado,45,441782,0
100000,27,mujer,secundaria,casado,48,518877,0
40000,43,mujer,universitaria,divorciado,41,149291,1
130000,31,mujer,universitaria,divorciado,46,818200,0
100000,55,mujer,secundaria,divorciado,41,544001,0
300000,42,mujer,universitaria,casado,46,319638,0
150000,25,mujer,secundaria,divorciado,41,19574,0
50000,39,mujer,secundaria,casado,39,177136,1
350000,15,mujer,primaria,casado,37,508295,0
170000,41,mujer,secundaria,divorciado,45,21294,0
220000,51,mujer,secundaria,divorciado,31,1096412,1
210000,16,mujer,primaria,divorciado,29,51734,0
200000,17,mujer,primaria,divorciado,30,612785,0
180000,50,mujer,primaria,divorciado,30,112720,1
50000,36,mujer,primaria,casado,31,270631,1
50000,34,mujer,secundaria,divorciado,35,129165,0
180000,53,mujer,primaria,casado,39,84059,0
500000,49,mujer,primaria,divorciado,44,101504,0
160000,54,mujer,secundaria,divorciado,45,3875,0
120000,39,mujer,primaria,divorciado,37,7866,1
60000,37,mujer,secundaria,casado,39,15909,1
220000,44,mujer,especializacion,casado,35,273003,0
210000,51,mujer,secundaria,casado,36,93830,0
480000,15,mujer,secundaria,divorciado,38,1209420,0
140000,27,mujer,universitaria,divorciado,43,824540,0
150000,32,mujer,secundaria,casado,38,741190,0
110000,13,mujer,universitaria,divorciado,43,565899,1
350000,28,mujer,primaria,casado,41,199162,0
150000,56,mujer,secundaria,divorciado,43,286693,0
420000,49,mujer,primaria,casado,39,1849187,1
80000,23,mujer,primaria,casado,41,30856,0
180000,24,mujer,primaria,casado,44,875577,0
290000,45,mujer,secundaria,casado,39,35205,0
300000,54,mujer,primaria,casado,37,33799,0
80000,16,mujer,secundaria,casado,41,425085,1
230000,56,mujer,secundaria,casado,39,9881,0
20000,21,mujer,secundaria,casado,43,111984,0
20000,44,mujer,secundaria,divorciado,39,0,1
200000,58,mujer,primaria,casado,40,2577,0
500000,26,mujer,primaria,divorciado,35,232423,0
10000,28,mujer,universitaria,casado,49,64558,0
100000,25,mujer,universitaria,casado,42,340758,0
250000,57,mujer,secundaria,casado,28,19917,0
540000,47,mujer,universitaria,divorciado,38,7381,0
50000,55,mujer,secundaria,casado,39,168492,0
550000,12,mujer,primaria,divorciado,44,390392,0
200000,22,mujer,universitaria,casado,42,47859,0
50000,12,mujer,universitaria,casado,44,226636,0
230000,58,mujer,universitaria,casado,36,1386444,0
330000,12,mujer,universitaria,casado,45,218762,0
520000,57,mujer,primaria,casado,37,55444,0
180000,49,mujer,primaria,divorciado,44,28555,0
200000,46,mujer,universitaria,casado,36,1102416,0
430000,49,mujer,maestria,divorciado,44,3252560,0
220000,19,mujer,primaria,casado,46,1372629,0
210000,53,mujer,secundaria,divorciado,41,16666,0
360000,36,mujer,secundaria,casado,47,453922,0
200000,26,mujer,secundaria,casado,48,204666,0
150000,35,mujer,primaria,casado,36,254643,0
170000,30,mujer,universitaria,divorciado,47,58510,0
50000,51,mujer,universitaria,casado,49,293416,0
20000,42,mujer,universitaria,divorciado,48,130926,1
300000,25,mujer,primaria,divorciado,32,999891,0
200000,54,mujer,primaria,casado,40,2418,0
210000,55,mujer,primaria,casado,34,471012,0
100000,31,mujer,primaria,divorciado,42,522519,0
210000,37,mujer,secundaria,casado,43,48460,0
80000,60,mujer,secundaria,casado,32,481973,0
130000,54,mujer,universitaria,casado,31,382864,1
320000,20,mujer,secundaria,divorciado,35,550094,0
350000,34,mujer,maestria,casado,45,2139734,0
260000,13,mujer,primaria,divorciado,29,283229,0
230000,18,mujer,universitaria,divorciado,46,1486047,0
210000,43,mujer,primaria,casado,44,18869,0
160000,54,mujer,universitaria,casado,41,293593,0
210000,16,mujer,primaria,casado,30,673446,0
120000,36,mujer,primaria,divorciado,32,18620,0
30000,34,mujer,primaria,casado,32,184412,1
70000,49,mujer,secundaria,casado,31,210748,0
270000,58,mujer,secundaria,casado,31,1157048,0
350000,26,mujer,primaria,divorciado,30,9673,0
50000,16,mujer,secundaria,divorciado,45,149871,1
110000,19,mujer,secundaria,casado,48,673384,0
150000,32,mujer,secundaria,casado,44,313687,0
280000,49,mujer,primaria,divorciado,29,0,1
300000,12,mujer,secundaria,casado,30,104701,0
20000,28,mujer,secundaria,casado,32,119869,1
50000,14,mujer,secundaria,casado,31,162814,0
200000,42,mujer,primaria,divorciado,31,0,0
50000,59,mujer,universitaria,casado,31,828,0
150000,51,mujer,primaria,casado,46,869687,0
200000,25,mujer,secundaria,divorciado,32,25469,0
100000,29,mujer,secundaria,casado,32,-660,0
360000,23,mujer,primaria,divorciado,33,351190,1
50000,52,mujer,secundaria,casado,33,164534,0
220000,14,mujer,secundaria,casado,33,1116524,0
80000,27,mujer,primaria,divorciado,33,500424,1
150000,36,mujer,primaria,casado,33,75637,0
210000,49,mujer,primaria,casado,34,7168,1
70000,34,mujer,secundaria,divorciado,34,327051,0
50000,18,mujer,secundaria,casado,48,205133,0
80000,16,mujer,universitaria,viudo,43,19267,0
110000,39,mujer,secundaria,divorciado,34,1152,0
170000,14,mujer,primaria,divorciado,34,26950,0
160000,47,mujer,universitaria,casado,46,102910,0
130000,40,mujer,universitaria,casado,49,173920,0
200000,57,mujer,universitaria,casado,48,356331,0
360000,40,mujer,secundaria,casado,40,209098,0
160000,57,mujer,secundaria,casado,42,208847,0
310000,14,mujer,secundaria,casado,42,58228,0
500000,18,mujer,primaria,casado,40,44418,0
430000,12,mujer,primaria,divorciado,36,1512172,1
300000,25,mujer,universitaria,divorciado,48,7714,1
50000,49,mujer,primaria,divorciado,46,74532,0
300000,21,mujer,secundaria,casado,38,80881,0
300000,52,mujer,secundaria,divorciado,39,1028,1
20000,59,mujer,universitaria,casado,39,99832,1
400000,50,mujer,primaria,divorciado,39,0,1
310000,44,mujer,secundaria,casado,48,418,0
370000,18,mujer,secundaria,divorciado,38,476308,0
230000,13,mujer,secundaria,casado,36,259968,0
300000,52,mujer,secundaria,casado,40,54755,0
250000,42,mujer,primaria,casado,40,75795,0
320000,30,mujer,primaria,casado,41,625961,0
310000,26,mujer,universitaria,casado,45,1452481,0
500000,54,mujer,primaria,casado,39,8060,0
80000,52,mujer,universitaria,casado,37,172911,0
